0.0000,-2.5000,-2.5000,1.0000,0.0000
0.2500,-2.4682,-2.4682,1.0000,0.1047
0.5000,-2.4385,-2.4385,1.0000,0.2094
0.7500,-2.4737,-2.4737,1.0000,0.3142
1.0000,-2.5253,-2.5253,1.0000,0.4189
1.2500,-2.5697,-2.5697,1.0000,0.5236
1.5000,-2.6407,-2.6407,1.0000,0.6283
1.7500,-2.7215,-2.7215,1.0000,0.5236
2.0000,-2.7907,-2.7907,1.0000,0.4189
2.2500,-2.8725,-2.8725,1.0000,0.3142
2.5000,-2.9346,-2.9346,1.0000,0.2094
2.7500,-2.9207,-2.9207,1.0000,0.1047
3.0000,-2.8916,-2.8916,1.0000,0.0000
3.2500,-2.9230,-2.9230,1.0000,-0.1047
3.5000,-2.9588,-2.9588,1.0000,-0.2094
3.7500,-2.9450,-2.9450,1.0000,-0.3142
4.0000,-2.9328,-2.9328,1.0000,-0.4189
4.2500,-2.9412,-2.9412,1.0000,-0.5236
4.5000,-2.9266,-2.9266,1.0000,-0.6283
4.7500,-2.8953,-2.8953,1.0000,-0.5236
5.0000,-2.8625,-2.8625,1.0000,-0.4189
5.2500,-2.8019,-2.8049,1.0000,-0.3142
5.5000,-2.7500,-2.7623,1.0000,-0.2094
5.7500,-2.7736,-2.8016,1.0000,-0.1047
6.0000,-2.8202,-2.8699,1.0000,0.0000
6.2500,-2.8156,-2.8934,1.0000,0.1047
6.5000,-2.8108,-2.9229,1.0000,0.2094
6.7500,-2.8494,-3.0021,1.0000,0.3142
7.0000,-2.8700,-3.0695,1.0000,0.4189
7.2500,-2.8481,-3.1007,1.0000,0.5236
7.5000,-2.8289,-3.1408,1.0000,0.6283
7.7500,-2.8142,-3.1916,1.0000,0.5236
8.0000,-2.7992,-3.2485,1.0000,0.4189
8.2500,-2.8149,-3.3422,1.0000,0.3142
8.5000,-2.8224,-3.4340,1.0000,0.2094
8.7500,-2.7490,-3.4512,1.0000,0.1047
9.0000,-2.6368,-3.4358,1.0000,0.0000
9.2500,-2.5500,-3.4521,1.0000,-0.1047
9.5000,-2.4329,-3.4443,1.0000,-0.2094
9.7500,-2.2444,-3.3714,1.0000,-0.3142
10.0000,-2.0549,-3.3037,1.0000,-0.4189
10.2500,-1.9022,-3.2760,1.0000,-0.5236
10.5000,-1.7516,-3.2503,1.0000,-0.6283
10.7500,-1.6015,-3.2252,1.0000,-0.5236
11.0000,-1.4501,-3.1989,1.0000,-0.4189
11.2500,-1.2562,-3.1299,1.0000,-0.3142
11.5000,-1.0489,-3.0477,1.0000,-0.2094
11.7500,-0.8975,-3.0213,1.0000,-0.1047
12.0000,-0.7634,-3.0121,1.0000,0.0000
12.2500,-0.5917,-2.9654,1.0000,0.1047
12.5000,-0.4485,-2.9473,1.0000,0.2094
12.7500,-0.3817,-3.0055,1.0000,0.3142
13.0000,-0.3208,-3.0695,1.0000,0.4189
13.2500,-0.2238,-3.0975,1.0000,0.5236
13.5000,-0.1183,-3.1170,1.0000,0.6283
13.7500,0.0029,-3.1208,1.0000,0.5236
14.0000,0.1410,-3.1078,1.0000,0.4189
14.2500,0.2498,-3.1239,1.0000,0.3142
14.5000,0.3490,-3.1498,1.0000,0.2094
14.7500,0.4971,-3.1267,1.0000,0.1047
15.0000,0.6493,-3.0994,1.0000,0.0000
15.2500,0.7487,-3.1220,1.0000,-0.1047
15.5000,0.8658,-3.1205,1.0000,-0.2094
15.7500,1.0588,-3.0370,1.0000,-0.3142
16.0000,1.2652,-2.9338,1.0000,-0.4189
16.2500,1.4451,-2.8508,1.0000,-0.5236
16.5000,1.6206,-2.7660,1.0000,-0.6283
16.7500,1.7742,-2.6968,1.0000,-0.5236
17.0000,1.8946,-2.6546,1.0000,-0.4189
17.2500,2.0222,-2.5990,1.0000,-0.3142
17.5000,2.1393,-2.5476,1.0000,-0.2094
17.7500,2.1952,-2.5511,1.0000,-0.1047
18.0000,2.2452,-2.5543,1.0000,0.0000
18.2500,2.3507,-2.4957,1.0000,0.1047
18.5000,2.4393,-2.4479,1.0000,0.2094
18.7500,2.4465,-2.4750,1.0000,0.3142
19.0000,2.4245,-2.5253,1.0000,0.4189
19.2500,2.4032,-2.5685,1.0000,0.5236
19.5000,2.3558,-2.6316,1.0000,0.6283
19.7500,2.3024,-2.6944,1.0000,0.5236
20.0000,2.2631,-2.7369,1.0000,0.4189
20.2500,2.2109,-2.7860,1.0000,0.3142
20.5000,2.1740,-2.8137,1.0000,0.2094
20.7500,2.2032,-2.7688,1.0000,0.1047
21.0000,2.2369,-2.7133,1.0000,0.0000
21.2500,2.2030,-2.7191,1.0000,-0.1047
21.5000,2.1648,-2.7231,1.0000,-0.2094
21.7500,2.1827,-2.6646,1.0000,-0.3142
22.0000,2.2085,-2.5920,1.0000,-0.4189
22.2500,2.2212,-2.5262,1.0000,-0.5236
22.5000,2.2584,-2.4297,1.0000,-0.6283
22.7500,2.3065,-2.3161,1.0000,-0.5236
23.0000,2.3454,-2.2054,1.0000,-0.4189
23.2500,2.3979,-2.0748,1.0000,-0.3142
23.5000,2.4287,-1.9597,1.0000,-0.2094
23.7500,2.3780,-1.9198,1.0000,-0.1047
24.0000,2.3050,-1.8960,1.0000,0.0000
24.2500,2.2860,-1.8119,1.0000,0.1047
24.5000,2.2679,-1.7207,1.0000,0.2094
24.7500,2.2005,-1.6726,1.0000,0.3142
25.0000,2.1384,-1.6129,1.0000,0.4189
25.2500,2.1014,-1.5249,1.0000,0.5236
25.5000,2.0447,-1.4566,1.0000,0.6283
25.7500,1.9712,-1.4050,1.0000,0.5236
26.0000,1.8932,-1.3581,1.0000,0.4189
26.2500,1.7857,-1.3405,1.0000,0.3142
26.5000,1.6896,-1.3116,1.0000,0.2094
26.7500,1.6748,-1.2014,1.0000,0.1047
27.0000,1.6927,-1.0586,1.0000,0.0000
27.2500,1.6721,-0.9542,1.0000,-0.1047
27.5000,1.6647,-0.8365,1.0000,-0.2094
27.7500,1.7126,-0.6637,1.0000,-0.3142
28.0000,1.7506,-0.5006,1.0000,-0.4189
28.2500,1.7515,-0.3747,1.0000,-0.5236
28.5000,1.7590,-0.2423,1.0000,-0.6283
28.7500,1.7761,-0.1002,1.0000,-0.5236
29.0000,1.8011,0.0499,1.0000,-0.4189
29.2500,1.8689,0.2426,1.0000,-0.3142
29.5000,1.9432,0.4420,1.0000,-0.2094
29.7500,1.9517,0.5754,1.0000,-0.1047
30.0000,1.9341,0.6829,1.0000,0.0000
